ID,Name,Height,Weight,Age,Sex,Profession,Salary
3432,Семёнов Максим,174.0,77.0,86,м,инженер,79000
3433,Моисеев Герман,167.0,52.0,50,м,студент,459000
3434,Лукин Аполлинарий,169.0,105.0,62,м,продавец,80000
3435,Носов Харитон,165.0,79.0,45,м,программист,364000
3436,Беляев Аполлон,179.0,50.0,64,м,продавец,176000
3437,Петухов Макар,187.0,60.0,37,м,автослесарь,233000
3438,Колесников Марат,172.0,73.0,28,м,автослесарь,467000
3439,Алексеев Григорий,166.0,109.0,30,м,программист,250000
3440,Ларионов Аполлон,186.0,,61,м,продавец,347000
3441,Фокин Борис,183.0,71.0,27,м,инженер,484000
3442,Щербаков Леонид,180.0,104.0,36,м,сантехник,120000
3443,Ширяев Радослав,189.0,93.0,27,м,программист,122000
3444,Комиссаров Мирон,181.0,,28,м,программист,201000
3445,Гурьев Лукьян,183.0,107.0,69,м,инженер,322000
3446,Гуляев Потап,169.0,65.0,75,м,программист,187000
3447,Логинов Денис,186.0,107.0,46,м,программист,122000
3448,Потапов Августин,166.0,73.0,56,м,преподаватель,341000
3449,Гущин Илларион,182.0,55.0,20,м,студент,267000
3450,Вишняков Антон,192.0,94.0,64,м,автослесарь,113000
3451,Колесников Аристарх,186.0,50.0,22,м,программист,418000
3452,Воробьёв Иеремия,180.0,117.0,59,м,преподаватель,28000
3453,Носков Илья,184.0,102.0,42,м,врач,146000
3454,Белоусов Владислав,169.0,119.0,71,м,бухгалтер,289000
3455,Орехов Радий,192.0,73.0,23,м,преподаватель,189000
3456,Веселов Станислав,192.0,,77,м,преподаватель,411000
3457,Лазарев Владимир,175.0,111.0,37,м,продавец,293000
3458,Фомичёв Эрик,185.0,64.0,30,м,инженер,446000
3459,Ефремов Фаддей,176.0,92.0,30,м,студент,485000
3460,Красильников Арсений,171.0,117.0,52,м,сантехник,97000
3461,Исаев Димитрий,183.0,118.0,67,м,программист,295000
3462,Назаров Елисей,193.0,81.0,53,м,бухгалтер,119000
3463,Дмитриев Давыд,,81.0,44,м,врач,48000
3464,Николаев Василий,172.0,90.0,87,м,автослесарь,48000
3465,Богданов Максим,182.0,65.0,59,м,бухгалтер,158000
3466,Сидоров Терентий,181.0,56.0,88,м,преподаватель,458000
3467,Денисов Тимофей,171.0,109.0,71,м,студент,240000
3468,Аксёнов Лев,,80.0,77,м,программист,94000
3469,Гаврилов Модест,177.0,,48,м,врач,412000
3470,Голубев Артемий,184.0,81.0,25,м,сантехник,105000
3471,Наумов Гордей,179.0,,61,м,инженер,121000
3472,Анисимов Иван,178.0,68.0,78,м,автослесарь,206000
3473,Петров Данил,191.0,108.0,78,м,автослесарь,413000
3474,Фомин Евдоким,192.0,104.0,71,м,инженер,466000
3475,Фёдоров Ян,189.0,55.0,85,м,автослесарь,462000
3476,Зимин Матвей,,,49,м,инженер,378000
3477,Жданов Владлен,170.0,60.0,49,м,преподаватель,428000
3478,Хохлов Станислав,188.0,73.0,55,м,продавец,89000
3479,Рожков Яромир,194.0,95.0,21,м,продавец,303000
3480,Корнилов Яков,191.0,74.0,81,м,врач,265000
3481,Селезнёв Флор,,94.0,37,м,продавец,413000
3482,Орлов Михаил,190.0,78.0,79,м,преподаватель,255000
3483,Дроздов Диомид,165.0,51.0,22,м,бухгалтер,371000
3484,Виноградов Богдан,,112.0,62,м,программист,51000
3485,Одинцов Влад,183.0,83.0,18,м,программист,492000
3486,Попов Ростислав,185.0,118.0,37,м,бухгалтер,460000
3487,Киселёв Филат,177.0,60.0,27,м,бухгалтер,447000
3488,Некрасов Игнат,165.0,94.0,30,м,инженер,287000
3489,Колобов Агафон,185.0,67.0,66,м,преподаватель,54000
3490,Гусев Иван,186.0,108.0,59,м,автослесарь,385000
3491,Морозов Валерий,192.0,57.0,24,м,бухгалтер,487000
3492,Горшков Еремей,177.0,83.0,46,м,программист,456000
3493,Борисов Моисей,183.0,51.0,59,м,сантехник,169000
3494,Чернов Иероним,,,25,м,инженер,167000
3495,Титов Юлий,172.0,95.0,84,м,инженер,357000
3496,Субботин Борислав,185.0,57.0,83,м,продавец,313000
3497,Соболев Яромир,168.0,52.0,44,м,продавец,242000
3498,Хохлов Евдоким,,58.0,46,м,продавец,232000
3499,Яковлев Агафон,174.0,81.0,73,м,сантехник,243000
3500,Костин Бенедикт,184.0,79.0,25,м,преподаватель,202000
3501,Беляев Гавриил,188.0,68.0,38,м,сантехник,414000
3502,Власов Илья,165.0,77.0,51,м,программист,156000
3503,Орлов Василий,168.0,104.0,89,м,студент,274000
3504,Соболев Митрофан,173.0,67.0,80,м,продавец,184000
3505,Кудрявцев Иероним,187.0,73.0,37,м,преподаватель,52000
3506,Беляев Егор,191.0,91.0,48,м,студент,51000
3507,Аксёнов Данислав,180.0,75.0,56,м,студент,183000
3508,Мишин Савва,175.0,103.0,43,м,сантехник,165000
3509,Баранов Филат,190.0,93.0,81,м,сантехник,282000
3510,Фомичёв Станислав,177.0,106.0,53,м,студент,269000
3511,Максимов Трофим,166.0,65.0,81,м,сантехник,233000
3512,Никонов Серафим,179.0,68.0,36,м,автослесарь,165000
3513,Денисов Парамон,169.0,115.0,88,м,преподаватель,378000
3514,Кудряшов Виталий,175.0,98.0,81,м,продавец,283000
3515,Родионов Фома,182.0,56.0,76,м,преподаватель,110000
3516,Цветков Богдан,,94.0,48,м,сантехник,139000
3517,Казаков Филимон,187.0,84.0,66,м,продавец,308000
3518,Коновалов Руслан,171.0,118.0,89,м,программист,235000
3519,Наумов Владислав,186.0,96.0,85,м,инженер,135000
3520,Сафонов Радомир,165.0,63.0,29,м,студент,128000
3521,Селезнёв Иосиф,193.0,80.0,65,м,инженер,368000
3522,Кондратьев Борислав,187.0,99.0,50,м,студент,249000
3523,Мартынов Антон,180.0,95.0,41,м,программист,63000
3524,Бирюков Никанор,177.0,59.0,39,м,бухгалтер,180000
3525,Иванков Глеб,172.0,60.0,35,м,врач,121000
3526,Дроздов Аркадий,181.0,56.0,46,м,сантехник,199000
3527,Лапин Захар,189.0,99.0,87,м,автослесарь,89000
3528,Матвеев Даниил,193.0,74.0,20,м,программист,223000
3529,Третьяков Арсен,185.0,71.0,71,м,инженер,453000
3530,Павлов Иеремия,183.0,,36,м,автослесарь,63000
3531,Соловьёв Харитон,181.0,73.0,48,м,врач,354000
3532,Фомин Артемий,192.0,110.0,41,м,студент,299000
3533,Коновалов Зиновий,188.0,,74,м,инженер,111000
3534,Куликов Макарий,194.0,114.0,51,м,продавец,144000
3535,Агафонов Арсентий,191.0,104.0,61,м,врач,149000
3536,Максимов Клим,165.0,72.0,87,м,продавец,338000
3537,Марков Казимир,187.0,64.0,74,м,сантехник,459000
3538,Галкин Иеремия,171.0,108.0,30,м,инженер,41000
3539,Борисов Данила,172.0,,64,м,программист,39000
3540,Тихонов Даниил,185.0,61.0,72,м,программист,352000
3541,Одинцов Феликс,182.0,117.0,25,м,сантехник,165000
3542,Шубин Евгений,172.0,69.0,37,м,врач,167000
3543,Кондратьев Захар,169.0,105.0,50,м,инженер,348000
3544,Комиссаров Семен,191.0,100.0,83,м,бухгалтер,396000
3545,Богданов Борислав,170.0,83.0,62,м,сантехник,302000
3546,Миронов Геннадий,180.0,58.0,42,м,врач,178000
3547,Медведев Серафим,178.0,,46,м,сантехник,275000
3548,Субботин Роман,,110.0,86,м,преподаватель,32000
3549,Степанов Феликс,179.0,112.0,28,м,бухгалтер,381000
3550,Красильников Илларион,193.0,88.0,87,м,преподаватель,261000
3551,Орлов Виктор,171.0,94.0,36,м,бухгалтер,356000
3552,Осипов Анисий,175.0,118.0,39,м,программист,154000
3553,Бобров Никита,185.0,77.0,70,м,инженер,184000
3554,Афанасьев Феликс,175.0,74.0,45,м,преподаватель,284000
3555,Ермаков Вилен,191.0,102.0,19,м,сантехник,119000
3556,Кононов Дмитрий,170.0,50.0,41,м,студент,67000
3557,Хохлов Иероним,179.0,102.0,34,м,врач,145000
3558,Морозов Радий,165.0,63.0,38,м,инженер,452000
3559,Дементьев Вячеслав,181.0,52.0,55,м,студент,386000
3560,Родионов Серафим,186.0,76.0,20,м,программист,466000
3561,Журавлёв Добрыня,171.0,87.0,75,м,автослесарь,367000
3562,Шашков Климент,189.0,99.0,75,м,автослесарь,138000
3563,Буров Александр,181.0,65.0,63,м,инженер,112000
3564,Пестов Захар,170.0,57.0,41,м,преподаватель,221000
3565,Поляков Геннадий,194.0,102.0,34,м,автослесарь,317000
3566,Романов Платон,188.0,,62,м,продавец,166000
3567,Савельев Илларион,176.0,66.0,87,м,студент,311000
3568,Лаврентьев Зиновий,189.0,75.0,88,м,студент,231000
3569,Русаков Флор,168.0,,72,м,продавец,107000
3570,Крюков Денис,168.0,116.0,78,м,студент,200000
3571,Котов Мартин,187.0,90.0,47,м,бухгалтер,401000
3572,Никонов Тихон,188.0,81.0,31,м,автослесарь,126000
3573,Тарасов Флор,183.0,79.0,88,м,студент,360000
3574,Мясников Юлий,185.0,60.0,40,м,инженер,420000
3575,Сорокин Юлиан,183.0,90.0,19,м,продавец,403000
3576,Веселов Константин,183.0,99.0,30,м,преподаватель,401000
3577,Голубев Василий,176.0,,67,м,сантехник,335000
3578,Гаврилов Эльдар,181.0,52.0,59,м,продавец,368000
3579,Белоусов Федот,181.0,105.0,26,м,продавец,82000
3580,Рыбаков Эльдар,165.0,73.0,37,м,автослесарь,400000
3581,Зыков Ренат,165.0,104.0,84,м,преподаватель,368000
3582,Селиверстов Андрей,178.0,57.0,28,м,бухгалтер,287000
3583,Блинов Алексей,,95.0,75,м,программист,207000
3584,Сергеев Федот,173.0,117.0,63,м,студент,462000
3585,Щербаков Олег,170.0,86.0,41,м,преподаватель,170000
3586,Лукин Артём,,112.0,53,м,программист,123000
3587,Никитин Августин,176.0,60.0,69,м,сантехник,108000
